Motion,z:\calebroom\20150611\09\090006.mp4,20150611-091524.mp4,1433985324.911,1433985331.821,6.909s,13300,13400
Noise,z:\calebroom\20150611\09\090006.mp4,20150611-092047.mp4,1433985647.429,1433985647.429,0.000s,17968,17968
Motion,z:\calebroom\20150611\09\090006.mp4,20150611-092431.mp4,1433985871.284,1433985898.367,27.084s,21208,21600
Noise,z:\calebroom\20150611\10\103010.mp4,20150611-104524.mp4,1433990724.271,1433990724.271,0.000s,13372,13372
Noise,z:\calebroom\20150611\10\103010.mp4,20150611-104609.mp4,1433990769.396,1433990769.396,0.000s,14032,14032
Motion,z:\calebroom\20150611\11\110012.mp4,20150611-110357.mp4,1433991837.987,1433991863.705,25.718s,3304,3680
Motion,z:\calebroom\20150611\11\110012.mp4,20150611-110503.mp4,1433991903.649,1433991920.065,16.416s,4264,4504
Motion,z:\calebroom\20150611\11\110012.mp4,20150611-111103.mp4,1433992263.149,1433992398.303,135.154s,9520,11496
Motion,z:\calebroom\20150611\11\110012.mp4,20150611-111328.mp4,1433992408.973,1433992412.530,3.557s,11652,11704
Noise,z:\calebroom\20150611\11\110012.mp4,20150611-111408.mp4,1433992448.097,1433992448.097,0.000s,12224,12224
Noise,z:\calebroom\20150611\11\110012.mp4,20150611-111428.mp4,1433992468.890,1433992468.890,0.000s,12528,12528
Noise,z:\calebroom\20150611\11\110012.mp4,20150611-111530.mp4,1433992530.995,1433992532.637,1.642s,13436,13460
Noise,z:\calebroom\20150611\11\110012.mp4,20150611-111550.mp4,1433992550.147,1433992550.147,0.000s,13716,13716
Motion,z:\calebroom\20150611\11\110012.mp4,20150611-111711.mp4,1433992631.951,1433992654.659,22.708s,14912,15244
Noise,z:\calebroom\20150611\11\110012.mp4,20150611-112034.mp4,1433992834.409,1433992834.683,0.274s,17872,17876
Motion,z:\calebroom\20150611\11\110012.mp4,20150611-112450.mp4,1433993090.491,1433993098.699,8.208s,21616,21736
Motion,z:\calebroom\20150611\11\110012.mp4,20150611-112511.mp4,1433993111.558,1433993254.373,142.815s,21924,24012
Noise,z:\calebroom\20150611\11\113013.mp4,20150611-114453.mp4,1433994293.916,1433994295.531,1.615s,10908,10928
Noise,z:\calebroom\20150611\11\113013.mp4,20150611-114631.mp4,1433994391.149,1433994392.119,0.969s,12112,12124
Noise,z:\calebroom\20150611\11\113013.mp4,20150611-115146.mp4,1433994706.431,1433994707.077,0.646s,16016,16024
Noise,z:\calebroom\20150611\11\113013.mp4,20150611-115336.mp4,1433994816.909,1433994816.909,0.000s,17384,17384
Noise,z:\calebroom\20150611\11\113013.mp4,20150611-115515.mp4,1433994915.112,1433994915.758,0.646s,18600,18608
Motion,z:\calebroom\20150611\11\113013.mp4,20150611-115748.mp4,1433995068.553,1433995070.815,2.261s,20500,20528
Noise,z:\calebroom\20150611\12\120015.mp4,20150611-120027.mp4,1433995227.846,1433995228.666,0.820s,188,200
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-120428.mp4,1433995468.634,1433995471.641,3.006s,3712,3756
Noise,z:\calebroom\20150611\12\120015.mp4,20150611-120538.mp4,1433995538.056,1433995539.696,1.640s,4728,4752
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-120617.mp4,1433995577.686,1433995580.419,2.733s,5308,5348
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-121155.mp4,1433995915.227,1433995918.781,3.553s,10248,10300
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-121735.mp4,1433996255.502,1433996312.624,57.122s,15228,16064
Noise,z:\calebroom\20150611\12\120015.mp4,20150611-121844.mp4,1433996324.377,1433996327.383,3.006s,16236,16280
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-121906.mp4,1433996346.242,1433996348.975,2.733s,16556,16596
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-121920.mp4,1433996360.454,1433996367.287,6.833s,16764,16864
Noise,z:\calebroom\20150611\12\120015.mp4,20150611-122310.mp4,1433996590.310,1433996590.310,0.000s,20128,20128
Noise,z:\calebroom\20150611\12\120015.mp4,20150611-122430.mp4,1433996670.937,1433996672.304,1.367s,21308,21328
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-122620.mp4,1433996780.536,1433996798.301,17.765s,22912,23172
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-122711.mp4,1433996831.645,1433996840.938,9.293s,23660,23796
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-122746.mp4,1433996866.356,1433996892.867,26.511s,24168,24556
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-122907.mp4,1433996947.257,1433996951.630,4.373s,25352,25416
Motion,z:\calebroom\20150611\12\120015.mp4,20150611-122930.mp4,1433996970.488,1433996981.148,10.659s,25692,25848
Motion,z:\calebroom\20150611\12\123016.mp4,20150611-123556.mp4,1433997356.529,1433997381.185,24.656s,4972,5332
Motion,z:\calebroom\20150611\12\123016.mp4,20150611-123722.mp4,1433997442.826,1433997448.853,6.027s,6232,6320
Motion,z:\calebroom\20150611\12\123016.mp4,20150611-124106.mp4,1433997666.649,1433997680.621,13.972s,9500,9704
Noise,z:\calebroom\20150611\12\123016.mp4,20150611-124421.mp4,1433997861.707,1433997862.529,0.822s,12348,12360
Motion,z:\calebroom\20150611\12\123016.mp4,20150611-124923.mp4,1433998163.061,1433998204.702,41.642s,16748,17356
Noise,z:\calebroom\20150611\12\123016.mp4,20150611-125101.mp4,1433998261.411,1433998263.055,1.644s,18184,18208
Motion,z:\calebroom\20150611\12\123016.mp4,20150611-125137.mp4,1433998297.848,1433998302.231,4.383s,18716,18780
Noise,z:\calebroom\20150611\12\123016.mp4,20150611-125204.mp4,1433998324.148,1433998324.148,0.000s,19100,19100
Noise,z:\calebroom\20150611\12\123016.mp4,20150611-125450.mp4,1433998490.440,1433998490.440,0.000s,21528,21528
Noise,z:\calebroom\20150611\12\123016.mp4,20150611-125554.mp4,1433998554.546,1433998556.464,1.918s,22464,22492
Motion,z:\calebroom\20150611\13\130016.mp4,20150611-130034.mp4,1433998834.331,1433998856.384,22.054s,256,564
Motion,z:\calebroom\20150611\13\130016.mp4,20150611-130614.mp4,1433999174.018,1433999176.882,2.864s,5000,5040
Noise,z:\calebroom\20150611\13\130016.mp4,20150611-131719.mp4,1433999839.644,1433999841.076,1.432s,14296,14316
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-133339.mp4,1434000819.548,1434000836.243,16.694s,2656,2876
Noise,z:\calebroom\20150611\13\133018.mp4,20150611-133444.mp4,1434000884.201,1434000886.630,2.428s,3508,3540
Noise,z:\calebroom\20150611\13\133018.mp4,20150611-133906.mp4,1434001146.760,1434001146.760,0.000s,6968,6968
Noise,z:\calebroom\20150611\13\133018.mp4,20150611-134132.mp4,1434001292.761,1434001292.761,0.000s,8892,8892
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-134413.mp4,1434001453.028,1434001455.457,2.428s,11004,11036
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-134530.mp4,1434001530.734,1434001546.214,15.480s,12028,12232
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-134802.mp4,1434001682.805,1434001700.410,17.605s,14032,14264
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-134942.mp4,1434001782.972,1434001786.918,3.946s,15352,15404
Noise,z:\calebroom\20150611\13\133018.mp4,20150611-135016.mp4,1434001816.968,1434001816.968,0.000s,15800,15800
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-135030.mp4,1434001830.324,1434001849.750,19.426s,15976,16232
Noise,z:\calebroom\20150611\13\133018.mp4,20150611-135134.mp4,1434001894.977,1434001895.888,0.911s,16828,16840
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-135209.mp4,1434001929.884,1434001936.865,6.981s,17288,17380
Noise,z:\calebroom\20150611\13\133018.mp4,20150611-135704.mp4,1434002224.617,1434002224.617,0.000s,21172,21172
Motion,z:\calebroom\20150611\13\133018.mp4,20150611-135840.mp4,1434002320.535,1434002335.712,15.177s,22436,22636
Noise,z:\calebroom\20150611\13\133018.mp4,20150611-140000.mp4,1434002400.365,1434002400.365,0.000s,23488,23488
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-140034.mp4,1434002434.806,1434002435.093,0.287s,220,224
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-140050.mp4,1434002450.036,1434002450.036,0.000s,432,432
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-140121.mp4,1434002481.648,1434002491.418,9.771s,872,1008
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-140358.mp4,1434002638.267,1434002641.428,3.161s,3052,3096
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-140702.mp4,1434002822.186,1434002822.761,0.575s,5612,5620
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-140738.mp4,1434002858.683,1434002858.683,0.000s,6120,6120
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-140957.mp4,1434002997.197,1434003010.417,13.219s,8048,8232
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141210.mp4,1434003130.827,1434003136.861,6.035s,9908,9992
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141301.mp4,1434003181.979,1434003216.464,34.485s,10620,11100
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141350.mp4,1434003230.258,1434003242.903,12.644s,11292,11468
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141419.mp4,1434003259.283,1434003279.399,20.116s,11696,11976
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141454.mp4,1434003294.630,1434003332.563,37.933s,12188,12716
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141548.mp4,1434003348.082,1434003350.381,2.299s,12932,12964
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-141618.mp4,1434003378.831,1434003379.118,0.287s,13360,13364
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-141636.mp4,1434003396.935,1434003398.660,1.724s,13612,13636
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141656.mp4,1434003416.189,1434003438.892,22.703s,13880,14196
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-141736.mp4,1434003456.422,1434003459.008,2.586s,14440,14476
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141751.mp4,1434003471.653,1434003476.825,5.173s,14652,14724
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141812.mp4,1434003492.631,1434003497.516,4.885s,14944,15012
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-141835.mp4,1434003515.334,1434003515.334,0.000s,15260,15260
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-141856.mp4,1434003536.599,1434003537.461,0.862s,15556,15568
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-141926.mp4,1434003566.199,1434003567.636,1.437s,15968,15988
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-141943.mp4,1434003583.154,1434003587.177,4.023s,16204,16260
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-142002.mp4,1434003602.121,1434003611.604,9.483s,16468,16600
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-142030.mp4,1434003630.858,1434003633.157,2.299s,16868,16900
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-142045.mp4,1434003645.227,1434003702.702,57.475s,17068,17868
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-142219.mp4,1434003739.486,1434003746.095,6.610s,18380,18472
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-142245.mp4,1434003765.924,1434003817.652,51.727s,18748,19468
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-142351.mp4,1434003831.733,1434003852.136,20.404s,19664,19948
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-142442.mp4,1434003882.886,1434003885.472,2.586s,20376,20412
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-142523.mp4,1434003923.118,1434003952.718,29.600s,20936,21348
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-142618.mp4,1434003978.294,1434003978.294,0.000s,21704,21704
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-142634.mp4,1434003994.962,1434003994.962,0.000s,21936,21936
Motion,z:\calebroom\20150611\14\140019.mp4,20150611-142653.mp4,1434004013.641,1434004017.664,4.023s,22196,22252
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-142752.mp4,1434004072.553,1434004072.553,0.000s,23016,23016
Noise,z:\calebroom\20150611\14\140019.mp4,20150611-142902.mp4,1434004142.959,1434004142.959,0.000s,23996,23996
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-143041.mp4,1434004241.401,1434004541.568,300.167s,308,4628
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-143557.mp4,1434004557.410,1434004618.833,61.423s,4856,5740
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-143715.mp4,1434004635.231,1434004678.033,42.802s,5976,6592
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-143815.mp4,1434004695.820,1434004730.284,34.464s,6848,7344
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-143908.mp4,1434004748.905,1434004794.208,45.303s,7612,8264
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-144008.mp4,1434004808.939,1434004831.173,22.235s,8476,8796
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-144046.mp4,1434004846.460,1434004857.299,10.839s,9016,9172
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-144116.mp4,1434004876.476,1434004989.039,112.563s,9448,11068
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-144322.mp4,1434005002.380,1434005027.672,25.292s,11260,11624
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-144412.mp4,1434005052.408,1434005063.525,11.117s,11980,12140
Noise,z:\calebroom\20150611\14\143020.mp4,20150611-144436.mp4,1434005076.310,1434005076.310,0.000s,12324,12324
Noise,z:\calebroom\20150611\14\143020.mp4,20150611-144733.mp4,1434005253.353,1434005253.353,0.000s,14872,14872
Noise,z:\calebroom\20150611\14\143020.mp4,20150611-144745.mp4,1434005265.026,1434005265.026,0.000s,15040,15040
Motion,z:\calebroom\20150611\14\143020.mp4,20150611-144932.mp4,1434005372.308,1434005380.924,8.616s,16584,16708
Noise,z:\calebroom\20150611\14\143020.mp4,20150611-145124.mp4,1434005484.871,1434005494.598,9.728s,18204,18344
Noise,z:\calebroom\20150611\14\143020.mp4,20150611-145148.mp4,1434005508.773,1434005508.773,0.000s,18548,18548
Noise,z:\calebroom\20150611\14\143020.mp4,20150611-145258.mp4,1434005578.256,1434005586.872,8.616s,19548,19672
Noise,z:\calebroom\20150611\15\150021.mp4,20150611-150257.mp4,1434006177.966,1434006184.089,6.123s,2256,2344
Noise,z:\calebroom\20150611\15\150021.mp4,20150611-150927.mp4,1434006567.598,1434006572.608,5.010s,7856,7928
Noise,z:\calebroom\20150611\15\150021.mp4,20150611-150953.mp4,1434006593.202,1434006598.212,5.010s,8224,8296
Noise,z:\calebroom\20150611\15\150021.mp4,20150611-152022.mp4,1434007222.736,1434007228.024,5.288s,17272,17348
Noise,z:\calebroom\20150611\15\150021.mp4,20150611-152111.mp4,1434007271.162,1434007272.275,1.113s,17968,17984
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-153759.mp4,1434008279.469,1434008281.894,2.425s,6036,6068
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-153933.mp4,1434008373.449,1434008373.752,0.303s,7276,7280
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154049.mp4,1434008449.845,1434008457.121,7.276s,8284,8380
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154312.mp4,1434008592.634,1434008592.937,0.303s,10168,10172
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154327.mp4,1434008607.792,1434008618.099,10.307s,10368,10504
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154700.mp4,1434008820.307,1434008830.312,10.004s,13172,13304
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154758.mp4,1434008878.211,1434008887.912,9.701s,13936,14064
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154835.mp4,1434008915.500,1434008931.264,15.764s,14428,14636
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154906.mp4,1434008946.725,1434008946.725,0.000s,14840,14840
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-154951.mp4,1434008991.896,1434008991.896,0.000s,15436,15436
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155015.mp4,1434009015.240,1434009015.240,0.000s,15744,15744
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155029.mp4,1434009029.791,1434009029.791,0.000s,15936,15936
Motion,z:\calebroom\20150611\15\153022.mp4,20150611-155137.mp4,1434009097.699,1434009111.341,13.642s,16832,17012
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155241.mp4,1434009161.363,1434009161.363,0.000s,17672,17672
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155253.mp4,1434009173.489,1434009178.643,5.154s,17832,17900
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155317.mp4,1434009197.742,1434009204.412,6.670s,18152,18240
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155342.mp4,1434009222.601,1434009222.601,0.000s,18480,18480
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155402.mp4,1434009242.004,1434009242.004,0.000s,18736,18736
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155418.mp4,1434009258.071,1434009258.071,0.000s,18948,18948
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155522.mp4,1434009322.947,1434009330.223,7.276s,19804,19900
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155624.mp4,1434009384.186,1434009398.131,13.945s,20612,20796
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155726.mp4,1434009446.031,1434009446.031,0.000s,21428,21428
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155821.mp4,1434009501.812,1434009521.518,19.705s,22164,22424
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155906.mp4,1434009546.377,1434009547.286,0.909s,22752,22764
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155921.mp4,1434009561.232,1434009561.232,0.000s,22948,22948
Noise,z:\calebroom\20150611\15\153022.mp4,20150611-155953.mp4,1434009593.063,1434009593.063,0.000s,23368,23368
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160048.mp4,1434009648.289,1434009648.289,0.000s,320,320
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160113.mp4,1434009673.792,1434009685.329,11.537s,656,808
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160155.mp4,1434009715.689,1434009715.689,0.000s,1208,1208
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160233.mp4,1434009753.033,1434009753.640,0.607s,1700,1708
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160323.mp4,1434009803.432,1434009803.432,0.000s,2364,2364
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160336.mp4,1434009816.790,1434009816.790,0.000s,2540,2540
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160403.mp4,1434009843.204,1434009843.204,0.000s,2888,2888
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160527.mp4,1434009927.303,1434009927.303,0.000s,3996,3996
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-160732.mp4,1434010052.997,1434010052.997,0.000s,5652,5652
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161111.mp4,1434010271.594,1434010271.594,0.000s,8532,8532
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161130.mp4,1434010290.417,1434010307.116,16.698s,8780,9000
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161323.mp4,1434010403.966,1434010403.966,0.000s,10276,10276
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161407.mp4,1434010447.079,1434010449.204,2.125s,10844,10872
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161431.mp4,1434010471.367,1434010476.528,5.161s,11164,11232
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161625.mp4,1434010585.523,1434010596.453,10.930s,12668,12812
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161648.mp4,1434010608.294,1434010608.294,0.000s,12968,12968
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161755.mp4,1434010675.998,1434010682.374,6.376s,13860,13944
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161824.mp4,1434010704.234,1434010708.181,3.947s,14232,14284
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-161849.mp4,1434010729.737,1434010755.543,25.807s,14568,14908
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162015.mp4,1434010815.354,1434010824.158,8.805s,15696,15812
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162042.mp4,1434010842.071,1434010845.715,3.643s,16048,16096
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162154.mp4,1434010914.330,1434010914.330,0.000s,17000,17000
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162232.mp4,1434010952.888,1434010955.924,3.036s,17508,17548
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162326.mp4,1434011006.930,1434011007.841,0.911s,18220,18232
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162347.mp4,1434011027.272,1434011027.272,0.000s,18488,18488
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162409.mp4,1434011049.131,1434011049.738,0.607s,18776,18784
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162452.mp4,1434011092.547,1434011092.547,0.000s,19348,19348
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162520.mp4,1434011120.479,1434011120.479,0.000s,19716,19716
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162538.mp4,1434011138.392,1434011141.428,3.036s,19952,19992
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162600.mp4,1434011160.555,1434011176.039,15.484s,20244,20448
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162629.mp4,1434011189.398,1434011189.398,0.000s,20624,20624
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162652.mp4,1434011212.775,1434011239.189,26.414s,20932,21280
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162748.mp4,1434011268.336,1434011279.569,11.233s,21664,21812
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162847.mp4,1434011327.539,1434011329.361,1.822s,22444,22468
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162928.mp4,1434011368.526,1434011368.526,0.000s,22984,22984
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-162947.mp4,1434011387.349,1434011387.349,0.000s,23232,23232
Noise,z:\calebroom\20150611\16\160024.mp4,20150611-163015.mp4,1434011415.889,1434011415.889,0.000s,23608,23608
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163044.mp4,1434011444.067,1434011444.067,0.000s,216,216
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163107.mp4,1434011467.153,1434011489.904,22.751s,492,764
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163148.mp4,1434011508.974,1434011512.655,3.680s,992,1036
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163235.mp4,1434011555.480,1434011556.484,1.004s,1548,1560
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163329.mp4,1434011609.347,1434011609.347,0.000s,2192,2192
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163350.mp4,1434011630.425,1434011630.425,0.000s,2444,2444
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163434.mp4,1434011674.923,1434011676.596,1.673s,2976,2996
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163501.mp4,1434011701.020,1434011708.381,7.361s,3288,3376
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163534.mp4,1434011734.812,1434011741.169,6.357s,3692,3768
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163624.mp4,1434011784.998,1434011787.006,2.007s,4292,4316
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163704.mp4,1434011824.143,1434011824.143,0.000s,4760,4760
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163844.mp4,1434011924.850,1434011924.850,0.000s,5964,5964
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-163931.mp4,1434011971.022,1434011972.694,1.673s,6516,6536
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-164026.mp4,1434012026.561,1434012029.907,3.346s,7180,7220
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-164127.mp4,1434012087.453,1434012098.494,11.041s,7908,8040
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-164336.mp4,1434012216.934,1434012216.934,0.000s,9456,9456
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-164355.mp4,1434012235.670,1434012235.670,0.000s,9680,9680
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-164446.mp4,1434012286.860,1434012286.860,0.000s,10292,10292
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-164700.mp4,1434012420.355,1434012420.355,0.000s,11888,11888
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-164714.mp4,1434012434.407,1434012434.407,0.000s,12056,12056
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-165406.mp4,1434012846.268,1434012846.268,0.000s,16980,16980
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-165427.mp4,1434012867.346,1434012867.346,0.000s,17232,17232
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-165612.mp4,1434012972.403,1434012972.403,0.000s,18488,18488
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-165721.mp4,1434013041.994,1434013041.994,0.000s,19320,19320
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-165904.mp4,1434013144.039,1434013144.039,0.000s,20540,20540
Noise,z:\calebroom\20150611\16\163026.mp4,20150611-165955.mp4,1434013195.229,1434013195.229,0.000s,21152,21152
Noise,z:\calebroom\20150611\17\170028.mp4,20150611-170108.mp4,1434013268.238,1434013273.725,5.487s,440,500
Noise,z:\calebroom\20150611\17\170028.mp4,20150611-170148.mp4,1434013308.841,1434013308.841,0.000s,884,884
Noise,z:\calebroom\20150611\17\170028.mp4,20150611-170843.mp4,1434013723.290,1434013723.290,0.000s,5416,5416
Noise,z:\calebroom\20150611\17\170028.mp4,20150611-171653.mp4,1434014213.825,1434014250.405,36.580s,10780,11180
Noise,z:\calebroom\20150611\17\170028.mp4,20150611-172751.mp4,1434014871.164,1434014871.530,0.366s,17968,17972
Noise,z:\calebroom\20150611\17\173029.mp4,20150611-173204.mp4,1434015124.785,1434015125.108,0.323s,1188,1192
Noise,z:\calebroom\20150611\17\173029.mp4,20150611-173629.mp4,1434015389.564,1434015398.917,9.353s,4472,4588
Noise,z:\calebroom\20150611\17\173029.mp4,20150611-173921.mp4,1434015561.139,1434015561.139,0.000s,6600,6600
Noise,z:\calebroom\20150611\17\173029.mp4,20150611-174321.mp4,1434015801.730,1434015801.730,0.000s,9584,9584
Noise,z:\calebroom\20150611\17\173029.mp4,20150611-175954.mp4,1434016794.411,1434016794.411,0.000s,21896,21896
Motion,z:\calebroom\20150611\18\180030.mp4,20150611-180248.mp4,1434016968.809,1434016978.435,9.627s,1788,1912
Noise,z:\calebroom\20150612\08\083004.mp4,20150612-084728.mp4,1434070048.299,1434070048.299,0.000s,15264,15264
Motion,z:\calebroom\20150612\09\090006.mp4,20150612-090717.mp4,1434071237.209,1434072606.030,1368.821s,6308,26332
Motion,z:\calebroom\20150612\09\093006.mp4,20150612-093011.mp4,1434072611.477,1434074403.368,1791.891s,80,26252
Motion,z:\calebroom\20150612\10\100008.mp4,20150612-100009.mp4,1434074409.913,1434076207.903,1797.990s,28,26344
